name,annotated_assign_count,annotated_func_params_count,annotated_func_returns_count,total_assign_count,total_func_params_count,total_func_returns_count,unannotated_assign_count,unannotated_func_params_count,unannotated_func_returns_count,py_code_loc,py_code_loc_ratio,py_docstring_loc,py_docstring_loc_ratio,py_comment_loc,py_comment_loc_ratio,py_empty_loc,py_empty_loc_ratio,pylint_convention_msg,pylint_refactor_msg,pylint_warning_msg,pylint_error_msg,py_non_empty_loc,pylint_score,cyclomatic_complexity,cognitive_complexity,bug_score
AlamiMejjati/Unsupervised-Attention-guided-Image-to-Image-Translation,0,0,0,369,133,41,369,133,41,1008,0.6557999999999999,226,0.147,23,0.015,280,0.1822,133,21,57,24,1257,4.85,112,169,0
wvangansbeke/Unsupervised-Semantic-Segmentation,0,2,0,918,425,189,918,423,189,2605,0.6751999999999999,108,0.027999999999999997,319,0.0827,826,0.2141,692,171,84,188,3032,1.82,525,765,3
Vaccine-Hunters-Canada/VaxFinder-backend,186,215,160,586,324,164,400,109,4,3310,0.7132,520,0.11199999999999999,122,0.0263,689,0.1485,309,72,168,62,3952,5.14,448,524,23
s603122001/Vocal-Melody-Extraction,0,0,0,539,157,42,539,157,42,1072,0.7232999999999999,64,0.0432,60,0.0405,286,0.193,348,39,44,21,1196,4.01,154,378,0
thenewboston-developers/Website-API,0,0,0,1269,640,321,1269,640,321,5511,0.6674,972,0.1177,65,0.0079,1710,0.2071,1177,277,63,377,6548,0.0,914,557,23
leeyoshinari/YOLO_v2,0,0,0,441,90,39,441,90,39,708,0.7508,3,0.0032,39,0.0414,193,0.2047,153,24,8,7,750,6.67,95,118,0
rllola/ZeronetBrowser,0,0,0,102,51,27,102,51,27,434,0.6759999999999999,7,0.0109,74,0.1153,127,0.1978,110,13,25,23,515,3.43,90,133,14
NavicoOS/ac2git,0,0,0,1949,1385,434,1949,1385,434,6736,0.6347,1546,0.1457,918,0.08650000000000001,1413,0.1331,4410,356,806,38,9200,0.55,1796,4854,68
OCA/account-fiscal-rule,0,0,0,1024,486,235,1024,486,235,2864,0.6557,867,0.1985,204,0.0467,433,0.09910000000000001,199,70,58,139,3935,3.28,927,1130,18
furkanyesiler/acoss,0,0,0,786,331,111,786,331,111,2135,0.6002000000000001,871,0.24489999999999998,174,0.0489,377,0.106,712,78,116,137,3180,0.0,324,509,17
tensorflow/addons,0,867,111,7466,3336,1841,7466,2469,1730,27097,0.5804,8904,0.1907,4562,0.0977,6124,0.13119999999999998,2193,416,384,479,40563,6.61,2974,3177,220
aesara-devs/aeppl,14,95,29,2349,989,409,2335,894,380,7929,0.6578,1426,0.1183,659,0.0547,2040,0.16920000000000002,913,114,223,201,10014,5.25,1034,1510,3
ripxorip/aerojump.nvim,0,0,0,160,109,52,160,109,52,496,0.4468,411,0.3703,85,0.0766,118,0.1063,39,14,65,1,992,7.23,126,183,7
maximdanilchenko/aiochclient,5,134,67,341,344,199,336,210,132,1681,0.6518,435,0.16870000000000002,46,0.0178,417,0.1617,206,14,45,64,2162,5.25,543,194,25
rtfol/aiohttp-sse-client,0,5,4,131,32,46,131,27,42,625,0.5677,168,0.15259999999999999,125,0.11349999999999999,183,0.16620000000000001,55,7,25,5,918,7.71,145,136,1
sonic182/aiosonic,10,174,45,521,476,234,511,302,189,2409,0.6509,409,0.1105,147,0.0397,736,0.1989,114,38,80,28,2965,7.89,488,529,27
shveenkov/aiotarantool,0,0,0,204,97,43,204,97,43,591,0.6945,15,0.0176,26,0.030600000000000002,219,0.25730000000000003,107,14,26,13,632,5.9,147,203,17
fivetran/airflow-provider-fivetran,0,20,7,110,77,29,110,57,22,564,0.5146000000000001,355,0.3239,19,0.0173,158,0.1442,49,9,38,27,938,2.6,78,65,16
fniephaus/alfred-homebrew,0,0,0,751,582,294,751,582,294,2933,0.41359999999999997,2784,0.3926,407,0.0574,968,0.1365,268,80,89,53,6124,7.08,747,1285,8
aws/amazon-braket-pennylane-plugin-python,2,79,15,691,519,266,689,440,251,2790,0.5658,788,0.1598,484,0.09820000000000001,869,0.17620000000000002,199,38,104,136,4062,4.35,397,236,39
aws-samples/amazon-guardduty-waf-acl,0,0,0,144,54,26,144,54,26,545,0.6323,22,0.0255,116,0.1346,179,0.2077,192,27,94,9,683,1.77,63,235,3
Azure/aml-run,0,0,0,149,30,26,149,30,26,650,0.6225999999999999,179,0.17149999999999999,65,0.0623,150,0.1437,131,9,15,26,894,4.09,75,149,32
aflansburg/amzreviewsscrape,0,0,0,51,8,3,51,8,3,150,0.7895,0,0.0,9,0.047400000000000005,31,0.1632,40,9,9,2,159,5.0,34,118,4
parafoxia/analytix,27,213,239,1759,665,701,1732,452,462,5954,0.5221,2367,0.2075,1046,0.0917,2038,0.1787,1478,105,522,32,9367,5.09,1178,507,16
iBrushC/animextras,18,0,0,202,46,28,184,46,28,76,0.5547,9,0.06570000000000001,20,0.146,32,0.2336,31,1,2,3,105,2.9,116,232,4
ankicommunity/anki-sync-server,0,11,5,631,528,305,631,517,300,2391,0.6504000000000001,314,0.08539999999999999,277,0.0754,694,0.1888,508,56,184,60,2982,5.04,598,688,37
viczem/ansible-keepass,0,0,0,39,19,6,39,19,6,268,0.7322,36,0.0984,13,0.0355,49,0.13390000000000002,44,12,11,8,317,4.81,57,222,0
opoplawski/ansible-pfsense,0,0,0,4449,2301,1524,4449,2301,1524,18634,0.7352,1902,0.075,1151,0.0454,3658,0.14429999999999998,2146,537,181,211,21687,7.03,4418,7435,99
apertium/apertium-apy,0,0,0,880,513,237,880,513,237,3294,0.7232999999999999,451,0.099,111,0.024399999999999998,698,0.1533,665,92,157,7,3856,6.55,798,1411,79
teamdigitale/api-openapi-samples,0,0,0,13,14,7,13,14,7,113,0.6848000000000001,20,0.12119999999999999,3,0.0182,29,0.17579999999999998,14,3,6,7,136,2.66,11,44,7
GoogleCloudPlatform/appengine-bottle-skeleton,0,0,0,723,769,345,723,769,345,2392,0.6225999999999999,652,0.1697,186,0.0484,612,0.1593,415,104,139,62,3230,5.98,876,1451,2
wxllow/applemusicrp,0,0,1,58,13,11,58,13,10,224,0.6022,46,0.12369999999999999,16,0.043,86,0.23120000000000002,31,3,14,16,286,2.73,46,88,5
OCA/apps-store,0,0,0,231,98,61,231,98,61,873,0.6409999999999999,292,0.2144,52,0.0382,145,0.1065,85,23,18,47,1217,3.04,188,228,16
LameLemon/archive-chan,0,8,3,180,85,36,180,77,33,604,0.7173,119,0.1413,14,0.0166,105,0.1247,87,12,6,11,737,6.1,101,146,3
o-o-overflow/archiveooo,14,83,56,765,207,129,751,124,73,2718,0.7273000000000001,139,0.037200000000000004,257,0.0688,623,0.16670000000000001,622,67,145,63,3114,4.92,615,1317,12
archspec/archspec,0,0,0,175,126,89,175,126,89,735,0.5186999999999999,241,0.17010000000000003,181,0.1277,260,0.18350000000000002,41,2,17,4,1157,8.44,149,146,4
Usama0121/ariadne-jwt,0,0,0,312,269,178,312,269,178,1555,0.6645,184,0.0786,36,0.0154,565,0.2415,281,32,66,74,1775,3.33,240,144,8
data-apis/array-api,8,330,177,70,343,179,62,13,2,355,0.0758,4013,0.8567,59,0.0126,257,0.054900000000000004,843,1,335,9,4427,0.0,63,5,23
arXiv/arxiv-browse,150,347,293,2021,645,449,1871,298,156,7330,0.6019,2474,0.20309999999999997,382,0.031400000000000004,1993,0.1636,598,115,258,524,10186,3.39,1115,1788,145
nitram509/ascii-telnet-server,0,0,0,71,54,31,71,54,31,300,0.4464,156,0.2321,120,0.17859999999999998,96,0.1429,56,10,18,1,576,6.68,118,48,7
opusonesolutions/asciigraf,0,4,2,124,64,88,124,60,86,923,0.6279,193,0.1313,93,0.0633,261,0.1776,100,7,20,24,1209,4.46,190,138,8
astronomer/astronomer-providers,58,648,314,3020,1661,853,2962,1013,539,14598,0.6333,5164,0.22399999999999998,415,0.018000000000000002,2874,0.1247,841,178,429,480,20177,4.82,1792,1783,21
Martmists-GH/asynctwitch,0,1,0,297,345,166,297,344,166,1216,0.5101,498,0.2089,252,0.1057,418,0.1753,248,25,86,39,1966,4.21,312,512,16
imfing/audio-classification,0,0,0,68,13,9,68,13,9,213,0.6358,0,0.0,73,0.21789999999999998,49,0.1463,74,1,32,27,286,0.0,31,88,10
TwilioDevEd/automated-survey-django,0,0,0,175,72,54,175,72,54,436,0.6487999999999999,48,0.07139999999999999,20,0.0298,168,0.25,69,10,15,37,504,0.0,137,38,1
venth/aws-adfs,0,0,0,785,429,188,785,429,188,3119,0.6673,532,0.11380000000000001,267,0.0571,756,0.1617,436,72,180,76,3918,4.33,405,621,26
ThreatResponse/aws_ir,0,0,0,250,147,71,250,147,71,1254,0.6305,113,0.056799999999999996,267,0.13419999999999999,355,0.17850000000000002,145,42,67,10,1634,5.96,215,272,45
FerranMarin/axie-scholar-utilities,0,0,0,1354,630,321,1354,630,321,5926,0.5937,3063,0.3069,116,0.0116,876,0.08779999999999999,870,191,111,67,9105,6.34,1222,1385,46
michiya/azure-storage-logging,0,0,0,279,132,49,279,132,49,865,0.625,268,0.1936,112,0.0809,139,0.10039999999999999,66,17,13,8,1245,7.99,135,266,4
TurboGears/backlash,0,0,0,354,301,128,354,301,128,1413,0.7202,200,0.10189999999999999,64,0.0326,285,0.14529999999999998,188,53,71,14,1677,6.68,384,598,15
IamFlea/bartender,0,0,0,1651,678,255,1651,678,255,5780,0.7086,1184,0.1452,464,0.056900000000000006,729,0.0894,1049,161,234,34,7428,6.44,978,1418,20
flying-sheep/bcode,0,0,0,31,22,22,31,22,22,184,0.6434000000000001,52,0.1818,13,0.0455,37,0.1294,38,3,132,1,249,0.0,36,46,6
Yelp/beans,0,11,10,783,324,198,783,313,188,2303,0.693,398,0.1198,46,0.0138,576,0.17329999999999998,317,51,64,33,2747,6.64,447,298,22
mit-crpg/benchmarks,0,0,0,4897,32,18,4897,32,18,16931,0.8312,88,0.0043,419,0.0206,2931,0.1439,688,456,16,386,17438,8.07,515,220,8
nicksawhney/bernie-sits,0,1,0,38,4,4,38,3,4,98,0.5698,15,0.0872,9,0.052300000000000006,50,0.2907,26,0,26,4,122,1.82,14,20,4
sentriz/betanin,0,1,0,180,72,94,180,71,94,1093,0.6529,215,0.1284,83,0.0496,283,0.1691,108,13,22,38,1391,5.0,111,73,52
bxparks/bigquery-schema-generator,0,0,0,273,128,72,273,128,72,1487,0.5887,517,0.2047,253,0.1002,269,0.1065,52,32,18,0,2257,9.05,299,512,20
biocore/biom-format,0,0,0,3259,1559,916,3259,1559,916,12282,0.5793,5051,0.2382,1400,0.066,2469,0.1165,1228,241,561,74,18733,7.13,2174,3388,206
Befzz/blender3d_import_psk_psa,22,0,0,798,189,100,776,189,100,2267,0.5581,232,0.0571,594,0.1462,969,0.2386,1317,103,121,37,3093,0.36,407,1307,4
alex314159/blpapiwrapper,0,0,0,130,92,35,130,92,35,378,0.6574,71,0.1235,25,0.0435,101,0.1757,156,14,16,1,474,4.69,107,206,3
Orange-Cyberdefense/bof,0,151,78,636,531,313,636,380,235,2562,0.5136999999999999,1448,0.2904,444,0.08900000000000001,533,0.1069,301,61,159,97,4454,5.1,558,637,79
SwingTix/bookkeeper,0,0,0,198,132,75,198,132,75,927,0.6607,187,0.1333,39,0.0278,250,0.1782,190,26,32,9,1153,5.65,118,60,6
KrzyHonk/bpmn-python,0,0,0,1142,722,379,1142,722,379,2895,0.4926,2172,0.3696,120,0.0204,690,0.1174,496,141,29,58,5187,6.06,952,1241,20
righettod/burp-piper-custom-scripts,0,0,0,138,19,16,138,19,16,445,0.5886,148,0.19579999999999997,117,0.1548,46,0.0608,120,5,37,3,710,5.76,103,240,7
venmo/business-rules,0,0,0,151,226,162,151,226,162,962,0.6794,168,0.1186,31,0.0219,255,0.1801,206,10,38,26,1161,4.95,184,122,7
tihonav/cad-to-geant4-converter,0,0,0,75,25,17,75,25,17,797,0.8598,5,0.0054,40,0.0431,85,0.0917,82,8,169,0,842,0.0,44,80,6
OpenZeppelin/cairo-contracts,0,0,0,770,269,253,770,269,253,3476,0.7111,70,0.0143,294,0.0601,1048,0.2144,477,29,234,47,3840,3.95,222,65,90
bagrat/calm,0,6,0,206,285,145,206,279,145,1173,0.5517,522,0.2455,6,0.0028000000000000004,425,0.1999,116,34,66,8,1701,6.9,230,200,1
DirkR/capturadio,0,0,0,272,119,66,272,119,66,1279,0.7094,237,0.13140000000000002,32,0.0177,255,0.1414,167,37,95,83,1548,2.26,292,532,29
input-output-hk/cardano-clusterlib-py,157,398,120,625,513,123,468,115,3,2775,0.6035,1215,0.2642,104,0.0226,504,0.1096,36,32,113,0,4094,8.8,491,730,17
vmware-archive/caspyr,0,0,0,516,571,239,516,571,239,2329,0.6405,844,0.2321,59,0.016200000000000003,404,0.11109999999999999,344,75,352,11,3232,4.47,334,256,16
SUNCAT-Center/catmap,0,0,0,3705,907,364,3705,907,364,9159,0.6409999999999999,2865,0.2005,857,0.06,1408,0.09849999999999999,2123,344,626,196,12881,4.59,2244,5789,99
python-attrs/cattrs,238,175,70,1452,816,399,1214,641,329,3888,0.6769,438,0.07629999999999999,228,0.0397,1190,0.2072,485,145,70,52,4554,5.97,1148,1371,39
ctrlaltcoop/certbot-dns-hetzner,0,0,0,53,70,40,53,70,40,401,0.6305,136,0.2138,8,0.0126,91,0.1431,88,8,6,12,545,3.6,65,48,14
fschulze/certsling,0,0,0,206,227,90,206,227,90,734,0.8128,62,0.0687,0,0.0,107,0.1185,166,16,14,21,796,4.85,193,323,5
dhgrs/chainer-Fast-WaveNet,0,0,0,245,103,26,245,103,26,589,0.7561,4,0.0051,63,0.0809,123,0.15789999999999998,101,22,11,15,656,5.5,97,135,13
chakki-works/chazutsu,0,0,0,686,562,270,686,562,270,2757,0.7703,138,0.038599999999999995,31,0.0087,653,0.1825,658,70,96,8,2926,6.26,710,851,12
chebpy/chebpy,0,0,0,1320,1053,658,1320,1053,658,4731,0.7061,311,0.0464,495,0.0739,1163,0.1736,1315,146,583,44,5537,3.68,876,789,13
jwodder/check-wheel-contents,26,82,73,325,340,201,299,258,128,4118,0.6923,1369,0.2302,59,0.009899999999999999,402,0.0676,296,45,22,49,5546,5.89,566,616,4
allangood/check_mk,0,0,0,35,18,8,35,18,8,323,0.7654000000000001,24,0.056900000000000006,35,0.08289999999999999,40,0.09480000000000001,59,4,9,85,382,0.0,39,83,6
CodeForPhilly/chime,4,114,43,581,406,191,577,292,148,2751,0.6705,700,0.17059999999999997,76,0.018500000000000003,576,0.1404,264,59,46,86,3527,0.0,405,421,160
neolynx/cirrina,0,0,0,119,155,76,119,155,76,652,0.5976,223,0.20440000000000003,44,0.0403,172,0.1577,49,12,30,11,919,7.18,102,260,17
keitaroinc/ckanext-saml2auth,0,0,0,304,98,84,304,98,84,1101,0.5115999999999999,518,0.2407,93,0.0432,440,0.2045,128,32,412,52,1712,0.0,206,155,15
anfederico/clairvoyant,0,0,0,103,121,39,103,121,39,382,0.7655,0,0.0,36,0.0721,81,0.1623,296,18,11,8,418,0.32,89,86,0
openelections/clarify,0,0,0,239,125,77,239,125,77,813,0.5142,492,0.31120000000000003,65,0.041100000000000005,211,0.1335,97,12,40,6,1370,7.28,144,184,7
akamai/cli-firewall,0,0,0,49,26,10,49,26,10,92,0.3239,135,0.4754,18,0.0634,39,0.1373,21,1,1,1,245,6.5,21,30,18
click-contrib/click-didyoumean,0,4,2,11,24,33,11,20,31,159,0.5679,61,0.21789999999999998,2,0.0070999999999999995,58,0.2071,29,4,7,5,222,3.09,12,6,1
acsone/click-odoo-contrib,0,0,0,445,393,201,445,393,201,2906,0.6809000000000001,560,0.13119999999999998,211,0.049400000000000006,591,0.13849999999999998,273,43,170,103,3677,4.84,596,798,13
acsone/click-odoo,0,0,0,155,90,59,155,90,59,697,0.7026,100,0.1008,45,0.0454,150,0.1512,63,5,44,24,842,5.41,160,178,9
hatarist/clickhouse-cli,0,0,0,667,402,157,667,402,157,2236,0.5212,1168,0.2723,287,0.0669,599,0.1396,228,75,73,44,3691,6.42,664,1030,13
seecode-audit/clocwalk,0,0,0,564,206,140,564,206,140,2089,0.6487999999999999,547,0.1699,98,0.0304,486,0.1509,327,69,149,10,2734,6.48,513,1404,8
kissgyorgy/cloudflare-dyndns,8,59,13,95,82,35,87,23,22,548,0.7201000000000001,74,0.09720000000000001,12,0.0158,127,0.16690000000000002,71,14,12,18,634,4.86,101,158,7
scikit-build/cmake-python-distributions,0,10,7,445,135,92,445,125,85,2202,0.5841,635,0.1684,463,0.12279999999999999,470,0.1247,265,45,60,13,3300,6.85,339,818,69
piotrkilczuk/cmsplugin_gallery,0,0,0,92,28,15,92,28,15,412,0.7091,55,0.0947,15,0.0258,99,0.1704,79,14,12,34,482,0.0,57,62,42
evhub/coconut,0,0,0,2266,1497,600,2266,1497,600,9911,0.6901999999999999,1608,0.11199999999999999,839,0.0584,2002,0.1394,1101,246,251,69,12358,7.16,2262,4397,235
kerolloz/codeforcify,0,3,0,124,59,40,124,56,40,512,0.6701999999999999,35,0.0458,48,0.06280000000000001,169,0.2212,86,5,18,5,595,6.98,76,95,38
Melevir/cognitive_complexity,0,15,10,19,15,33,19,0,23,400,0.7951999999999999,11,0.0219,5,0.009899999999999999,87,0.17300000000000001,43,1,2,0,416,6.57,59,40,6
googlecolab/colabtools,0,0,0,1123,731,435,1123,731,435,4948,0.5149,1921,0.1999,1382,0.1438,1359,0.1414,402,119,3593,42,8251,0.0,1015,1795,11
adamghill/coltrane,25,101,60,644,384,247,619,283,187,2589,0.5798,538,0.12050000000000001,81,0.0181,1257,0.2815,258,7,45,64,3208,6.89,451,363,1
maralla/completor.vim,0,0,0,754,457,275,754,457,275,2489,0.6736,375,0.1015,122,0.033,709,0.19190000000000002,407,60,57,26,2986,6.95,629,893,29
robotools/compositor,0,0,0,1320,680,369,1320,680,369,26868,0.9198999999999999,1074,0.0368,298,0.0102,968,0.0331,1345,247,116,34,28240,3.66,906,1389,14
pypr/compyle,0,1,1,3372,2711,1142,3372,2710,1141,12760,0.7248,867,0.0492,1043,0.0592,2935,0.16670000000000001,2576,453,573,249,14670,4.47,2176,2658,90
rvalieris/conda-tree,0,0,0,68,28,16,68,28,16,289,0.7171,10,0.0248,48,0.1191,56,0.139,83,11,10,3,347,5.16,92,223,6
grundic/confluence-page-copier,0,0,0,80,61,17,80,61,17,376,0.7287,55,0.1066,12,0.0233,73,0.14150000000000001,63,16,36,8,443,3.02,74,129,1
infantiablue/converter,0,0,0,436,155,120,436,155,120,1337,0.7119,195,0.1038,79,0.0421,267,0.1422,233,30,63,66,1611,3.71,263,484,4
rdevon/cortex,0,25,3,1997,1220,463,1997,1195,460,6007,0.6076,1787,0.1807,191,0.019299999999999998,1902,0.1924,971,201,364,178,7985,5.08,1328,2127,91
david-cortes/costsensitive,0,0,0,223,154,52,223,154,52,581,0.4521,478,0.37200000000000005,103,0.0802,123,0.09570000000000001,259,16,127,11,1162,1.25,184,253,14
tommasobonomo/covid19-italy,1,58,16,129,64,19,128,6,3,601,0.7284999999999999,86,0.1042,25,0.030299999999999997,113,0.13699999999999998,41,9,2,6,712,6.69,37,74,6
code4romania/covid-19-ro-help,0,0,0,1165,396,210,1165,396,210,5010,0.7371,430,0.0633,156,0.023,1201,0.17670000000000002,801,180,119,244,5596,1.01,612,755,61
aildnont/covid-cxr,0,0,0,466,110,34,466,110,34,1048,0.6493000000000001,223,0.1382,126,0.0781,217,0.1344,282,45,63,59,1397,2.72,170,297,6
Kraymer/cronicle,0,0,0,54,57,30,54,57,30,375,0.6793,71,0.1286,17,0.0308,89,0.1612,39,6,36,10,463,4.72,76,110,28
PaulGregor/crowdin-cli-py,0,0,0,247,81,42,247,81,42,830,0.7293000000000001,75,0.0659,76,0.0668,157,0.138,208,41,47,3,981,5.73,291,765,20
universal-ctags/ctags-win32,0,0,0,30,8,6,30,8,6,106,0.7909999999999999,0,0.0,6,0.044800000000000006,22,0.1642,20,9,4,1,112,6.27,22,52,218
Hamuko/cum,0,0,0,1017,410,294,1017,410,294,3265,0.7162000000000001,644,0.1413,47,0.0103,603,0.1323,657,75,104,139,3956,4.54,667,904,15
arachnidlabs/cyflash,0,0,0,220,121,64,220,121,64,871,0.7343999999999999,57,0.0481,26,0.0219,232,0.1956,205,45,25,31,954,3.51,167,261,6
schatty/d4pg-pytorch,0,0,0,444,320,105,444,320,105,1201,0.6524,255,0.13849999999999998,52,0.0282,333,0.1809,251,80,53,69,1508,3.14,231,270,9
apetrycki/daikinskyport,0,0,1,306,182,87,306,182,86,1167,0.7204,222,0.13699999999999998,15,0.009300000000000001,216,0.1333,61,28,37,23,1404,6.9,202,298,11
KyleKing/dash_charts,19,17,119,990,629,379,971,612,260,3355,0.39840000000000003,2615,0.3105,1120,0.133,1332,0.1582,248,8,97,102,7090,6.16,643,523,19
techindicium/dbt-oracle,15,12,8,98,59,28,83,47,20,427,0.5357999999999999,124,0.15560000000000002,108,0.1355,138,0.17309999999999998,70,2,26,39,659,0.0,66,55,5
dbt-labs/dbt-utils,0,0,0,110,70,71,110,70,71,53,0.5196000000000001,27,0.2647,2,0.0196,20,0.1961,11,0,1,1,82,5.75,134,24,120
jarun/ddgr,0,0,0,2,0,0,2,0,0,31,0.5536,18,0.3214,1,0.0179,6,0.10710000000000001,2,0,0,0,50,8.18,2,1,11
mihahauke/deep_rl_vizdoom,0,0,0,1017,465,170,1017,465,170,2689,0.7815000000000001,42,0.012199999999999999,89,0.0259,621,0.1805,438,96,84,34,2820,6.25,459,750,4
andersbll/deeppy,0,0,0,1860,1312,665,1860,1312,665,5692,0.7326,330,0.0425,421,0.0542,1327,0.17079999999999998,883,189,190,50,6443,6.9,1313,1497,27
Chavithra/degiro-connector,4,375,173,1969,1064,346,1965,689,173,12238,0.736,1655,0.09949999999999999,838,0.0504,1896,0.114,927,571,793,93,14731,4.07,874,1053,62
serialoverflow/demimove,0,0,0,400,472,243,400,472,243,1697,0.7417,127,0.0555,63,0.0275,401,0.1753,331,36,119,8,1887,6.48,550,672,21
demisto/demisto-py,0,0,0,7430,7866,4026,7430,7866,4026,25930,0.4155,27203,0.4359,576,0.0092,8691,0.1393,1204,891,920,5,53709,8.45,7762,8665,74
deoplete-plugins/deoplete-go,0,0,0,193,53,34,193,53,34,748,0.5893999999999999,182,0.1434,189,0.1489,150,0.1182,80,26,66,22,1119,4.26,155,327,35
nicholaskajoh/devsearch,0,0,0,138,26,23,138,26,23,363,0.7531,24,0.049800000000000004,19,0.0394,76,0.1577,86,20,10,45,406,0.0,56,90,2
piraka9011/dialogflow_ros,0,0,0,308,195,105,308,195,105,1137,0.6416,210,0.1185,170,0.0959,255,0.1439,200,34,81,81,1517,2.63,233,377,4
facebookresearch/digit-design,0,0,0,16,6,6,16,6,6,55,0.7143,0,0.0,1,0.013000000000000001,21,0.2727,8,0,3,2,56,6.04,5,6,1
ericsuh/dirichlet,0,0,0,105,59,26,105,59,26,316,0.4253,323,0.4347,10,0.013500000000000002,94,0.1265,99,2,27,2,649,4.48,46,67,7
LordBoos/discord_game,7,14,2,213,38,24,206,24,22,367,0.763,62,0.12890000000000001,9,0.0187,43,0.0894,37,10,119,11,438,3.52,13,144,1
astariul/discord_interactive_help,0,0,0,84,65,27,84,65,27,277,0.36590000000000006,319,0.4214,70,0.0925,91,0.1202,134,11,19,3,666,2.18,70,103,8
Tesorio/django-anon,0,0,0,148,84,57,148,84,57,478,0.395,343,0.28350000000000003,158,0.1306,231,0.1909,94,19,22,11,979,5.34,91,89,4
jcass77/django-apscheduler,0,20,10,287,268,141,287,248,131,1837,0.6911,238,0.0895,56,0.021099999999999997,527,0.19829999999999998,256,21,56,66,2131,3.52,258,132,28
fusionbox/django-authtools,0,0,0,384,171,108,384,171,108,1399,0.5817,284,0.11810000000000001,263,0.1094,459,0.1909,238,73,39,93,1946,1.68,204,145,20
narrowfail/django-channels-chat,0,0,0,112,49,30,112,49,30,402,0.5784,101,0.14529999999999998,55,0.0791,137,0.1971,70,14,7,38,558,0.14,55,8,3
timsavage/django-extras,0,0,0,427,401,247,427,401,247,1892,0.5747,494,0.1501,245,0.07440000000000001,661,0.20079999999999998,423,107,65,115,2631,2.71,474,430,14
django-hijack/django-hijack,0,0,0,245,181,81,245,181,81,900,0.7053,110,0.0862,17,0.013300000000000001,249,0.19510000000000002,150,9,38,65,1027,2.24,200,63,64
zostera/django-icons,0,0,0,125,85,70,125,85,70,707,0.5249,390,0.2895,29,0.0215,221,0.1641,119,16,4,28,1126,4.11,133,83,8
assem-ch/django-jet-reboot,0,0,0,1018,524,300,1018,524,300,3564,0.6489,516,0.094,298,0.054299999999999994,1114,0.2028,617,151,148,150,4378,3.91,690,1111,31
APSL/django-kaio,0,0,0,201,182,159,201,182,159,1091,0.5942000000000001,222,0.1209,150,0.0817,373,0.2032,334,31,26,13,1463,4.26,298,262,13
vgarvardt/django-loginza,0,0,0,169,76,40,169,76,40,567,0.5653,107,0.1067,124,0.12359999999999999,205,0.20440000000000003,102,15,37,43,798,1.63,100,186,10
betagouv/django-magicauth,0,0,0,240,101,70,240,101,70,772,0.6481999999999999,108,0.0907,61,0.0512,250,0.20989999999999998,117,16,13,52,941,3.32,132,50,6
tj-django/django-model-subscription,0,0,0,126,105,61,126,105,61,634,0.5154,191,0.1553,149,0.1211,256,0.20809999999999998,138,11,25,25,974,2.25,118,51,23
saadmk11/django-newsfeed,0,0,0,398,184,140,398,184,140,1820,0.6947,226,0.0863,47,0.0179,527,0.2011,224,28,16,56,2093,4.69,198,70,14
brutasse/django-password-reset,0,0,0,217,85,51,217,85,51,712,0.5836,77,0.06309999999999999,164,0.1344,267,0.2189,99,17,48,34,953,3.88,105,92,5
mitar/django-pushserver,0,0,0,112,45,19,112,45,19,395,0.5019,78,0.09910000000000001,157,0.19949999999999998,157,0.19949999999999998,79,9,44,24,630,1.46,84,140,4
CoverGenius/django-reactive,0,0,0,134,49,21,134,49,21,806,0.4465,755,0.4183,27,0.015,217,0.1202,76,36,11,35,1588,0.57,71,39,5
macropin/django-registration,0,0,0,501,232,157,501,232,157,2133,0.4928,1349,0.31170000000000003,225,0.052000000000000005,621,0.1435,125,41,27,129,3707,4.2,280,207,69
InterSIS/django-rest-encrypted-lookup,0,0,0,94,62,27,94,62,27,343,0.5229,101,0.154,42,0.064,170,0.2591,57,16,12,18,486,3.52,66,57,3
marshmallow-code/django-rest-marshmallow,0,0,0,76,29,29,76,29,29,276,0.6683,33,0.0799,16,0.0387,88,0.21309999999999998,55,4,11,11,325,4.32,78,76,4
praekelt/django-simple-autocomplete,0,0,0,141,63,16,141,63,16,524,0.71,66,0.0894,34,0.0461,114,0.1545,68,24,46,27,624,1.05,76,162,6
idlesign/django-sitemetrics,13,2,5,87,28,20,74,26,15,316,0.41090000000000004,88,0.1144,154,0.2003,211,0.27440000000000003,65,7,18,19,558,1.89,65,34,8
lamby/django-slack,0,0,0,100,102,50,100,102,50,496,0.4033,484,0.3935,44,0.0358,206,0.1675,98,10,14,23,1024,3.58,106,111,8
mighty-justice/django-super-deduper,0,12,8,152,69,45,152,57,37,466,0.6923999999999999,26,0.038599999999999995,2,0.003,179,0.266,88,35,29,12,494,4.55,122,79,1
cschwede/django-swiftbrowser,0,0,0,271,64,38,271,64,38,750,0.6466,154,0.1328,17,0.0147,239,0.20600000000000002,42,11,8,23,921,7.05,101,218,7
